75	25
71	4
24	13
60	65
18	32
39	10
5	21
75	13
39	13
2	27
18	5
13	0
78	4
5	13
39	10
39	10
26	0
39	1
75	5
60	5
2	3
10	18
4	17
1	0
39	72
6	37
27	65
39	54
58	60
4	19
13	42
2	30
47	13
13	6
18	0
47	7
18	24
11	18
22	20
58	4
39	54
37	0
75	8
39	2
74	28
58	48
30	2
30	13
34	3
10	36
66	20
77	34
39	21
10	33
67	3
28	19
19	78
2	9
10	0
71	4
39	4
18	56
5	47
11	20
34	77
18	78
13	14
30	35
68	3
60	7
49	78
39	18
22	0
39	10
16	13
19	47
19	69
71	51
71	8
39	18
39	2
4	29
2	7
39	10
13	39
30	39
30	61
71	13
11	0
19	5
75	8
7	0
13	54
39	43
39	58
11	39
13	47
73	60
67	2
13	6
18	2
15	31
66	15
39	42
34	27
38	49
54	0
71	7
28	27
6	75
30	10
39	19
71	75
58	13
47	25
13	11
27	65
39	75
47	1
39	13
39	62
13	0
71	2
39	56
10	72
11	0
7	0
68	34
40	77
27	47
22	54
19	0
22	64
39	13
13	5
39	18
30	15
34	77
37	4
18	47
6	37
58	6
13	9
39	21
75	2
39	16
30	2
4	19
2	30
73	6
18	11
62	13
74	13
6	71
39	10
39	13
13	14
39	27
53	71
50	13
34	48
39	7
34	43
39	18
12	47
73	18
30	39
73	58
5	63
13	27
17	0
67	2
28	0
24	13
39	78
39	46
70	50
44	16
6	66
8	0
13	54
2	6
56	7
2	66
2	66
77	34
39	46
71	25
30	13
71	60
33	75
47	56
73	13
6	77
6	8
13	42
13	18
13	0
2	30
71	19
18	22
2	71
4	47
60	4
34	66
19	33
19	13
44	21
27	71
2	34
74	2
38	31
47	78
39	24
30	49
18	37
66	2
2	66
38	49
54	13
39	3
6	77
39	72
2	66
49	0
34	66
39	77
22	6
71	13
71	9
7	5
2	71
39	15
39	13
39	16
34	13
2	71
39	0
13	8
58	68
30	2
38	49
30	8
39	0
60	1
10	60
58	7
33	17
13	20
11	0
19	13
39	23
16	33
58	48
33	71
6	49
69	13
18	53
13	18
58	8
4	5
39	10
14	9
58	13
30	34
39	60
33	13
2	75
39	35
54	28
18	24
13	18
13	35
30	53
58	56
18	28
39	53
19	63
13	15
16	13
13	73
2	47
19	47
39	42
39	72
9	0
22	45
66	13
75	11
71	18
61	60
77	37
19	77
13	43
39	18
30	39
13	4
39	8
46	13
2	42
71	20
13	15
39	18
19	32
47	4
18	0
5	0
39	13
18	47
18	7
2	75
66	20
71	13
39	10
71	55
71	72
39	4
38	49
30	54
71	11
39	21
67	5
71	10
75	11
66	20
39	18
47	27
66	34
2	31
58	18
24	13
11	79
47	18
39	33
39	13
53	51
30	5
17	0
37	46
13	40
75	51
13	47
6	71
22	50
39	29
18	56
30	39
71	58
2	37
39	6
38	49
39	32
22	60
60	40
66	70
16	60
39	20
39	13
36	1
54	13
7	13
22	13
6	34
13	4
30	14
19	13
19	10
39	3
60	69
62	8
39	73
24	50
58	24
16	7
62	60
34	77
30	44
30	27
79	3
39	13
30	66
2	30
2	39
6	55
17	5
2	13
22	23
34	77
71	1
71	25
30	11
19	13
71	19
39	18
30	18
13	0
4	6
60	32
39	10
15	0
18	36
30	2
34	10
58	47
58	63
30	39
71	47
4	48
9	0
16	36
10	18
34	78
27	18
2	18
55	29
19	0
34	70
13	5
13	28
30	18
54	13
34	77
73	6
2	75
30	24
39	2
47	5
24	71
8	51
70	6
39	23
19	37
38	49
39	10
39	66
58	13
65	13
2	62
19	75
30	39
68	66
19	18
13	15
8	29
13	63
48	4
33	75
19	78
2	39
39	8
60	23
73	60
41	0
71	11
39	10
75	66
4	7
39	24
71	0
71	30
13	18
66	20
10	70
71	2
2	66
13	47
39	10
10	75
17	47
47	9
2	69
58	13
58	4
73	8
6	18
39	18
4	3
39	10
39	10
39	10
22	13
7	9
60	17
2	10
39	64
19	13
39	10
39	18
38	60
27	13
2	13
71	7
10	18
39	24
19	13
73	75
13	0
67	5
50	70
5	58
2	66
58	71
38	49
19	27
71	13
30	69
39	10
13	2
48	18
13	6
2	71
39	10
10	15
30	73
39	10
3	0
71	3
13	5
66	19
13	23
54	30
39	54
58	8
47	18
71	75
18	75
4	13
39	60
13	8
7	18
30	13
34	78
78	46
71	51
54	11
6	77
24	71
73	60
2	71
39	30
66	30
2	1
39	53
66	2
51	65
79	17
39	48
39	10
30	39
39	72
16	71
27	46
70	29
13	44
4	2
2	78
11	71
27	0
38	47
13	11
25	32
19	75
77	34
2	10
4	41
38	63
75	47
22	13
39	13
39	2
22	45
66	18
67	27
18	0
47	28
2	60
36	13
19	13
75	25
66	20
28	18
13	62
2	18
11	0
4	58
2	60
13	24
39	10
39	77
39	7
39	10
19	24
60	18
19	9
58	14
39	33
39	45
71	31
19	56
39	10
22	21
18	13
39	10
49	15
30	39
2	13
18	60
30	58
2	11
53	14
39	10
19	18
16	24
13	75
19	2
75	6
8	0
13	7
66	13
13	42
19	75
60	12
18	44
2	30
22	27
22	25
53	71
38	49
38	49
34	10
30	54
39	10
16	71
60	49
71	10
39	18
22	13
50	19
30	9
2	30
4	66
13	0
39	38
4	58
39	25
4	54
46	13
7	17
5	37
16	1
39	37
30	39
77	23
5	40
11	18
19	39
28	8
13	3
39	13
18	26
39	10
13	49
11	0
2	14
39	78
2	30
38	49
13	71
18	47
22	18
66	20
39	10
28	19
30	66
2	27
39	44
3	1
39	13
62	7
18	64
13	73
71	3
19	60
30	62
6	0
14	0
38	60
13	11
75	15
39	40
53	71
30	1
28	20
13	60
58	13
39	54
38	28
39	18
16	79
38	49
13	60
1	0
4	71
6	73
28	58
49	38
2	75
39	48
13	7
75	20
13	0
75	48
39	60
22	20
66	77
71	66
7	33
58	53
54	43
33	0
77	42
39	36
30	78
19	64
31	38
39	2
48	15
19	58
39	53
39	77
77	18
66	20
68	34
39	0
19	50
2	26
67	13
4	55
38	49
39	10
2	18
71	65
39	10
57	0
39	77
39	10
67	2
19	10
48	31
39	8
58	4
39	42
39	13
71	18
46	21
39	10
57	19
73	39
39	54
39	10
33	79
38	22
50	32
2	27
58	63
2	5
39	62
19	73
33	18
53	16
0	24
13	17
50	66
39	10
30	71
29	42
13	29
60	35
66	76
2	30
13	58
68	48
77	71
68	0
60	18
68	71
4	32
47	6
58	18
6	0
35	7
54	63
47	11
62	2
68	62
58	27
18	31
68	18
23	5
71	13
77	47
44	2
39	10
35	0
1	47
25	16
38	34
71	16
18	24
18	54
71	3
11	0
10	18
77	57
71	18
20	62
2	0
27	16
13	7
2	60
39	13
30	13
13	2
76	7
5	18
18	71
18	3
13	0
24	10
27	0
18	21
2	16
13	4
30	2
76	16
18	11
58	13
2	67
2	75
13	8
4	58
2	71
1	18
7	13
58	55
2	30
13	33
13	53
60	53
70	3
30	70
2	30
34	26
78	21
11	8
13	3
13	2
54	0
55	47
2	30
2	13
38	34
34	69
3	38
2	23
54	0
10	6
47	11
47	18
0	1
72	16
77	76
13	58
47	27
60	24
13	25
13	15
76	36
13	27
10	60
7	47
68	30
39	10
60	18
8	0
68	13
2	15
13	35
10	0
6	27
23	0
17	63
18	36
13	24
18	28
66	47
33	47
58	71
27	28
77	76
73	32
13	42
20	5
13	28
25	0
2	71
62	35
30	10
42	11
2	39
39	4
33	60
13	11
13	24
13	36
58	60
68	66
11	10
13	15
18	10
60	28
77	57
12	0
13	27
76	79
77	40
13	8
71	24
77	76
53	71
19	42
78	13
13	8
76	77
4	58
67	16
68	34
68	27
68	34
30	2
12	11
2	30
18	53
68	71
78	23
47	32
69	70
4	10
18	8
9	0
13	32
49	19
76	42
18	60
39	50
39	19
68	13
77	0
13	42
74	46
39	58
36	62
36	34
70	0
68	14
34	38
19	25
71	1
34	6
10	0
77	65
47	50
26	78
68	60
2	30
38	34
60	1
38	30
27	14
60	7
25	0
73	4
2	30
2	0
76	77
47	5
14	70
71	11
13	48
24	32
77	13
47	62
77	76
20	18
76	7
30	20
32	0
37	10
76	73
46	11
76	77
23	0
18	47
68	36
2	13
36	29
48	14
2	13
18	54
20	38
2	66
30	6
13	2
77	57
48	28
4	58
30	13
13	8
34	44
34	38
71	53
78	4
16	3
58	5
25	71
25	20
65	13
20	13
60	34
22	13
6	77
68	8
5	14
7	47
18	3
68	33
6	75
20	25
1	60
77	75
68	24
28	56
13	5
75	71
18	71
58	28
75	13
38	76
53	20
13	11
13	67
66	71
30	66
71	0
13	1
68	62
77	76
39	2
76	20
5	28
47	49
3	66
2	30
10	0
1	11
34	66
76	66
58	30
39	60
37	36
38	76
68	0
2	38
2	19
75	13
55	40
71	37
36	14
73	60
2	13
13	35
71	42
27	17
39	2
58	4
68	73
47	51
71	30
53	71
6	55
19	27
71	13
58	71
19	13
56	13
32	0
51	13
39	62
34	5
37	10
78	3
19	18
19	0
71	46
58	46
13	62
27	0
77	76
68	5
73	21
13	0
13	18
2	30
68	4
2	26
13	32
13	0
10	23
18	13
2	24
58	50
2	66
13	28
77	76
46	58
2	39
53	16
6	13
13	22
71	58
49	58
73	79
73	1
13	60
5	28
39	7
13	47
68	13
13	49
54	75
58	30
56	20
9	0
68	13
60	53
10	47
68	34
68	13
68	34
29	33
6	11
13	5
13	34
13	17
68	0
2	67
33	13
33	65
10	39
77	76
30	73
48	27
30	2
60	8
68	11
62	26
58	53
68	16
65	36
18	69
71	54
39	18
53	71
2	71
54	7
62	28
62	13
13	18
13	49
2	30
1	0
68	11
60	11
76	13
22	13
24	0
67	39
73	28
13	5
4	26
10	27
38	49
60	71
10	13
68	0
16	20
47	5
47	19
77	76
71	75
6	75
19	30
60	39
71	1
73	61
68	43
2	70
68	71
77	76
16	5
18	54
18	78
6	15
68	66
58	18
6	0
27	13
77	13
13	17
8	0
71	75
77	76
68	13
35	60
28	13
39	22
18	13
68	17
13	60
60	30
47	35
18	55
6	71
73	13
68	13
18	8
77	76
20	0
71	13
18	14
68	0
13	15
38	76
60	56
76	13
65	15
22	66
58	11
74	70
7	32
60	78
77	76
2	30
68	0
67	16
18	78
13	58
39	6
20	31
13	30
11	18
73	21
68	47
18	1
10	39
14	0
13	23
25	13
68	67
16	73
13	76
2	30
13	38
63	58
11	8
56	14
68	3
76	3
60	13
49	4
76	79
66	2
10	39
68	18
68	77
33	71
7	28
7	60
68	47
10	39
16	5
18	2
68	13
68	29
13	1
39	11
18	17
71	53
34	2
77	2
68	0
2	30
47	33
42	0
76	77
79	34
1	0
30	13
37	36
71	12
71	11
47	3
13	63
18	20
76	11
16	56
34	72
5	16
1	13
18	47
2	71
2	32
13	8
13	30
2	4
73	0
68	32
4	5
2	39
77	76
5	47
71	55
19	37
39	29
18	11
68	11
24	10
22	1
73	13
6	55
39	6
33	71
2	66
6	71
22	55
2	30
2	30
1	2
27	10
60	31
47	13
60	35
46	47
18	13
8	58
18	58
5	13
68	13
18	0
2	65
37	10
71	1
13	8
11	0
13	47
21	10
34	78
2	31
60	18
67	16
6	68
74	27
13	18
19	12
38	3
68	0
15	0
60	27
77	45
30	13
66	6
27	6
76	77
20	9
20	0
2	30
2	66
30	50
58	12
75	24
77	76
66	2
47	60
39	71
26	4
6	27
2	62
18	71
35	47
13	63
46	4
8	54
77	76
38	11
30	19
13	56
2	30
2	30
13	33
46	37
47	11
13	41
4	13
13	73
13	20
58	11
18	48
68	27
73	25
10	37
20	42
19	78
35	13
73	47
68	69
16	24
73	14
17	3
3	34
8	0
4	7
20	62
68	13
68	19
2	30
77	11
1	19
2	31
75	65
20	72
68	60
10	40
79	5
30	38
2	30
5	17
30	5
68	0
42	18
79	16
18	58
68	66
13	20
33	3
77	76
13	2
69	62
47	71
58	37
13	5
39	2
34	40
58	63
39	41
13	47
68	37
77	76
60	78
62	8
0	1
5	66
6	19
13	18
71	72
4	40
24	20
33	53
2	10
60	34
38	34
32	1
76	77
58	54
2	30
13	30
77	76
2	6
62	18
68	11
76	66
2	0
1	24
13	74
68	34
68	13
68	44
22	13
68	78
34	11
54	13
3	11
66	10
2	30
77	76
13	0
71	10
62	18
11	29
65	25
30	55
11	5
58	9
2	62
47	15
2	70
55	44
13	58
60	5
27	21
77	13
55	28
46	13
47	3
77	17
71	60
13	5
10	71
13	28
76	7
22	73
68	37
38	34
13	6
13	22
38	77
2	67
47	21
55	13
7	71
79	76
11	10
13	11
38	2
10	47
13	18
78	33
6	34
16	24
10	37
71	38
18	46
79	76
13	65
34	47
79	76
33	17
13	63
47	29
18	62
79	13
79	76
9	0
13	18
13	1
60	13
13	5
10	13
10	71
12	0
71	47
28	13
27	71
2	13
10	39
13	55
70	79
79	38
62	12
13	5
79	76
71	4
6	34
2	30
53	13
16	27
2	79
0	13
39	75
6	55
10	37
79	76
47	17
17	25
79	76
10	13
58	18
30	20
47	7
71	13
58	13
3	50
77	7
13	27
39	46
5	75
75	24
17	18
79	76
60	62
2	24
2	39
13	60
67	27
54	25
71	18
68	0
55	0
64	8
62	24
7	0
79	36
22	56
4	26
10	77
64	24
24	69
39	2
58	28
58	8
8	0
62	2
70	13
46	13
71	5
10	13
1	20
10	50
13	44
15	60
11	6
62	64
18	13
32	63
47	27
19	18
30	65
55	7
13	5
39	58
68	34
5	2
10	28
20	24
13	47
38	6
64	29
10	43
63	21
4	0
76	42
30	19
76	66
13	8
10	13
73	1
77	13
13	5
30	25
47	28
28	63
47	44
55	11
13	37
11	6
13	25
10	28
14	72
36	0
30	0
71	20
19	0
10	60
13	0
73	77
24	39
71	64
48	16
62	5
57	33
13	7
27	10
41	13
62	18
10	73
35	6
39	23
13	66
47	13
13	3
63	6
18	30
4	60
62	13
27	17
13	5
16	1
10	69
36	58
24	20
71	14
58	24
2	30
30	2
47	17
60	71
13	5
4	13
60	42
13	48
64	0
68	10
74	11
17	13
39	27
75	13
58	24
10	13
3	14
47	62
19	7
70	79
11	24
47	3
6	77
71	16
18	11
13	11
27	30
47	60
18	2
55	21
26	5
62	58
13	17
77	60
64	37
47	78
63	5
16	24
13	29
47	71
19	77
3	34
30	4
1	44
55	46
77	57
71	12
60	53
76	42
5	13
42	0
13	0
5	18
11	69
3	73
64	7
13	11
58	47
18	0
13	71
13	18
13	7
47	29
13	5
39	22
69	10
55	3
4	58
47	17
40	21
32	71
11	0
8	71
33	27
60	71
25	58
53	73
13	26
69	70
71	28
71	36
55	4
68	38
47	3
62	4
13	0
62	18
78	23
10	63
7	25
39	70
10	69
70	44
13	62
13	50
13	5
10	65
71	30
13	20
2	30
18	25
24	79
71	58
20	71
55	77
13	39
13	0
13	62
25	14
47	27
79	76
79	76
47	27
22	0
2	11
0	32
79	73
31	75
2	13
20	60
10	4
47	11
60	4
73	77
62	7
47	3
38	19
66	4
18	25
72	25
13	0
10	8
51	10
39	76
18	8
4	8
13	7
34	10
32	24
55	47
13	31
71	70
71	75
37	0
79	6
1	47
36	1
47	12
16	65
27	10
10	0
66	20
55	3
13	62
46	52
79	76
6	8
41	5
10	13
79	18
10	13
10	12
73	22
10	60
79	18
46	77
64	37
2	30
32	4
10	34
66	47
27	66
66	34
47	71
13	53
10	39
34	39
39	71
13	4
47	10
60	13
10	34
11	0
69	10
62	42
77	34
70	41
33	9
13	28
37	30
36	20
15	13
24	18
56	0
2	9
18	62
27	2
18	3
5	58
60	17
18	58
58	18
20	24
10	13
72	14
13	47
68	34
2	23
47	13
18	21
79	3
30	3
71	63
18	0
30	0
13	5
13	66
75	0
72	60
71	6
2	12
30	2
71	0
28	47
47	37
75	6
79	13
67	4
39	60
13	36
8	55
13	4
10	27
30	2
34	79
27	10
68	34
58	65
55	1
10	13
13	36
18	65
70	79
56	16
28	46
71	69
13	0
10	13
73	67
10	22
2	51
2	21
30	71
10	68
13	7
10	3
4	0
47	77
71	0
7	0
48	1
77	20
68	47
60	30
13	1
73	12
2	11
65	62
16	47
13	19
10	72
10	60
11	3
47	65
71	64
30	13
10	13
34	40
54	17
47	71
68	48
55	73
13	31
30	39
11	73
39	13
13	62
10	21
39	26
55	75
18	9
18	3
71	8
77	3
55	25
2	30
79	13
13	0
2	32
79	76
16	8
13	1
79	76
10	37
7	9
79	63
46	71
55	24
10	29
79	22
60	8
60	27
79	76
47	70
32	63
47	1
58	5
3	0
60	13
58	24
47	61
13	67
75	24
2	1
11	14
60	27
63	0
30	13
60	11
60	13
2	53
55	0
68	40
10	23
10	13
55	13
3	18
63	6
7	66
55	11
21	13
26	0
58	56
10	13
39	3
79	17
13	71
13	58
5	60
55	22
63	38
70	36
3	32
75	29
6	71
79	38
34	20
46	13
13	4
10	13
29	4
58	13
79	76
55	34
71	18
71	42
49	38
18	47
68	34
70	79
39	47
28	12
47	15
79	76
27	17
18	54
58	71
71	58
55	13
55	70
70	46
66	73
55	0
19	18
10	75
10	77
18	11
55	1
33	19
3	16
2	66
13	31
11	2
11	12
71	11
46	5
22	5
2	0
55	41
58	6
48	20
27	16
27	2
55	50
18	13
9	0
58	47
46	0
47	8
2	67
58	0
10	78
67	5
13	26
47	16
10	13
26	0
39	53
40	27
4	53
70	38
47	75
55	19
62	47
76	53
62	6
70	79
10	66
25	40
71	16
54	26
73	7
55	33
18	35
17	27
20	66
4	66
46	61
13	5
43	0
10	71
10	0
30	31
10	6
18	48
55	65
71	54
55	53
47	3
13	27
1	0
54	47
33	13
55	27
39	71
20	58
69	10
13	75
13	27
26	75
47	53
79	50
55	0
60	19
10	33
26	0
3	74
13	9
40	74
34	39
58	4
14	28
27	69
55	0
64	14
47	19
13	62
73	6
2	24
2	50
58	56
2	0
66	8
55	18
71	65
47	60
47	13
2	73
55	11
13	18
49	27
13	62
79	76
77	47
66	4
55	0
24	5
2	27
32	11
19	71
12	13
79	76
36	18
55	29
32	18
10	13
47	27
5	2
38	13
47	50
39	6
65	18
11	75
47	71
2	66
46	13
49	53
19	25
55	0
51	23
47	1
38	13
55	33
67	18
20	24
23	60
47	4
10	34
27	1
48	25
13	7
30	11
60	27
34	66
5	1
13	0
13	3
55	34
34	11
3	75
72	71
7	66
69	20
76	42
27	3
55	11
20	8
47	18
13	60
47	58
28	36
13	58
13	0
2	68
79	11
79	19
68	10
13	18
11	22
32	54
39	13
55	18
11	13
38	13
72	33
60	18
18	25
66	2
71	11
13	22
58	11
13	30
39	1
19	2
54	4
5	53
6	73
55	60
58	4
62	54
30	2
58	71
5	58
13	15
2	47
13	23
39	27
15	0
13	10
2	18
55	6
77	42
58	6
4	3
10	11
33	13
49	8
3	77
4	5
10	13
28	58
13	0
62	9
13	43
66	20
43	27
71	73
2	9
70	71
22	0
7	0
4	5
8	0
19	34
10	24
3	18
10	37
51	13
69	24
13	48
77	1
6	24
52	5
24	73
69	20
2	1
30	75
77	76
10	2
55	44
63	49
17	14
7	13
13	60
72	25
3	0
19	37
72	50
55	31
2	77
71	18
25	18
2	39
38	49
70	50
46	51
10	39
2	20
69	17
69	33
73	66
10	17
38	36
13	64
46	58
18	13
55	25
63	22
16	25
6	40
17	36
18	13
58	52
68	54
30	0
68	39
13	18
71	66
71	19
70	76
72	71
10	13
55	21
27	0
60	5
71	60
18	51
77	34
3	9
46	58
8	0
39	47
17	0
71	18
55	34
39	13
68	10
20	35
13	61
71	37
71	14
13	47
13	7
69	0
18	51
7	0
30	36
72	73
60	46
75	6
53	32
29	0
10	66
23	0
71	3
18	20
58	13
30	42
68	12
8	26
64	43
18	27
38	34
18	0
68	75
13	47
64	56
13	4
3	0
75	13
6	66
66	27
10	30
7	5
3	38
30	11
20	0
71	0
77	11
13	4
76	71
30	1
58	16
5	65
34	10
79	47
37	13
79	11
11	14
38	11
3	10
13	63
58	64
27	60
79	66
68	22
79	13
71	13
60	47
55	5
39	36
19	18
40	34
13	5
69	70
73	62
4	13
62	71
76	67
7	13
6	0
13	8
10	13
68	11
16	21
78	13
6	50
4	5
68	10
34	73
2	27
10	13
36	5
2	66
71	48
13	65
10	14
3	14
13	7
14	0
73	77
54	19
79	31
47	30
18	40
14	17
9	0
17	1
10	16
13	30
12	13
47	19
29	0
39	10
10	60
71	62
6	13
47	18
3	11
7	37
18	14
38	2
20	24
8	13
37	0
13	7
76	0
13	0
68	25
60	24
10	18
28	55
54	18
70	44
10	25
38	79
13	17
4	13
27	0
71	44
13	49
37	4
4	37
79	7
13	60
71	60
69	10
68	22
27	4
62	18
34	22
20	13
13	28
75	42
39	3
60	27
47	7
39	60
10	26
71	60
53	20
0	1
69	78
11	18
53	33
10	18
70	44
13	7
60	20
47	13
3	14
51	20
47	42
38	34
55	25
77	66
13	33
58	73
17	13
69	33
33	53
17	37
3	0
32	0
78	25
64	54
34	18
39	10
18	53
69	0
30	64
3	0
71	18
2	66
17	0
58	1
36	13
76	13
69	22
13	29
55	17
72	77
10	23
5	32
39	18
2	30
16	5
71	13
18	0
39	15
26	79
11	48
29	55
71	6
69	39
3	74
68	51
75	66
45	79
13	63
25	0
16	24
69	44
19	73
13	32
34	48
55	14
69	54
2	30
6	66
10	18
2	78
66	37
30	13
13	36
13	4
30	66
39	2
71	40
10	69
30	0
13	24
48	8
10	11
13	66
20	24
2	71
5	3
10	3
37	60
13	27
49	56
13	16
28	25
1	0
1	18
11	3
60	11
20	29
2	22
53	11
5	18
20	50
79	76
2	1
11	68
77	76
1	54
55	47
13	53
14	11
11	0
69	7
13	18
5	2
13	40
39	2
1	2
68	17
22	0
13	47
18	13
47	2
5	54
68	71
69	66
63	26
32	1
13	8
13	47
69	34
18	0
3	18
18	0
71	60
79	76
65	18
13	5
62	58
10	16
13	0
18	14
13	10
19	0
48	3
13	63
13	5
20	24
72	19
71	75
1	0
16	76
28	16
54	74
67	18
71	60
10	17
55	0
8	5
1	2
13	24
18	29
8	13
39	76
67	18
2	47
58	20
32	0
28	9
4	17
54	47
69	9
13	69
3	53
13	0
13	60
13	58
71	32
27	58
55	6
13	47
7	66
38	34
3	15
27	53
40	9
72	18
75	13
58	32
53	7
13	56
13	0
66	73
2	33
13	48
39	20
7	15
10	24
27	14
2	66
2	61
2	77
64	8
68	7
22	39
13	4
58	71
37	1
71	47
12	0
69	73
68	34
75	3
3	52
1	7
10	34
18	62
3	0
10	0
1	20
79	76
54	30
11	37
13	31
58	38
77	2
19	0
17	63
19	13
13	3
2	66
2	79
24	20
60	7
71	49
27	2
69	10
13	8
49	7
1	18
13	73
65	18
36	14
14	70
58	5
66	3
13	14
5	42
13	31
48	11
11	7
2	16
60	13
58	70
70	8
2	66
71	13
38	34
28	0
13	0
39	71
73	34
53	55
54	39
3	53
72	18
69	13
6	10
2	71
2	11
55	11
55	17
69	22
71	11
3	8
58	3
18	61
2	45
55	35
58	71
69	38
77	76
13	62
13	71
2	75
13	54
68	77
1	58
4	0
13	20
18	37
71	7
13	32
10	17
75	50
28	13
10	14
9	0
30	11
3	60
9	0
3	72
51	25
13	5
70	5
1	20
13	33
13	1
38	68
23	0
68	34
13	0
31	9
38	55
58	19
4	42
58	14
4	53
60	58
71	6
11	3
73	34
19	37
18	51
63	7
68	26
7	0
58	63
18	13
10	27
73	11
32	44
2	30
13	37
4	18
5	13
39	37
25	54
1	13
13	78
71	13
10	13
13	44
2	3
10	13
55	33
2	11
30	71
66	39
47	6
71	18
72	40
39	37
13	17
55	22
72	18
69	13
39	10
77	75
46	4
15	47
62	25
18	17
77	51
75	53
68	51
4	54
1	24
47	23
30	0
32	0
7	58
70	73
71	76
13	11
60	67
13	38
46	11
29	36
18	36
28	3
30	2
71	3
27	38
72	11
71	13
69	55
18	11
39	2
58	14
10	13
71	0
71	25
47	71
60	58
60	58
55	2
3	0
72	73
48	13
55	60
2	22
14	58
18	40
58	18
61	18
2	12
10	18
13	27
58	14
18	60
4	10
30	35
51	0
72	50
13	58
13	10
58	71
77	13
43	2
58	60
58	4
77	1
79	6
13	54
2	75
66	18
18	20
71	38
54	11
55	54
13	58
1	20
42	18
51	73
13	46
47	28
42	68
34	5
13	8
42	18
13	12
42	0
13	27
64	7
59	27
47	10
73	11
25	46
42	44
42	23
13	47
66	20
27	76
58	18
13	24
73	3
5	6
42	17
58	48
69	32
4	6
70	3
42	53
70	22
5	58
58	7
51	10
54	1
11	13
13	32
60	8
13	19
42	13
2	31
11	50
73	11
28	3
42	76
27	45
42	3
69	14
73	11
42	13
38	78
4	54
13	22
34	11
70	20
75	11
47	54
